code,display_name,name,list_date,delist_date,type,exchange,board
301678.XSHE,新恒汇,XHH,2025-06-20,2200-01-01,stock,XSHE,Other
600006.XSHG,东风股份,DFGF,1999-07-27,2200-01-01,stock,XSHG,MainBoard_SH
600007.XSHG,中国国贸,ZGGM,1999-03-12,2200-01-01,stock,XSHG,MainBoard_SH
600012.XSHG,皖通高速,WTGS,2003-01-07,2200-01-01,stock,XSHG,MainBoard_SH
600017.XSHG,日照港,RZG,2006-10-17,2200-01-01,stock,XSHG,MainBoard_SH
600020.XSHG,中原高速,ZYGS,2003-08-08,2200-01-01,stock,XSHG,MainBoard_SH
600022.XSHG,山东钢铁,SDGT,2004-06-29,2200-01-01,stock,XSHG,MainBoard_SH
600032.XSHG,浙江新能,ZJXN,2021-05-25,2200-01-01,stock,XSHG,MainBoard_SH
600033.XSHG,福建高速,FJGS,2001-02-09,2200-01-01,stock,XSHG,MainBoard_SH
600035.XSHG,楚天高速,CTGS,2004-03-10,2200-01-01,stock,XSHG,MainBoard_SH
600037.XSHG,歌华有线,GHYX,2001-02-08,2200-01-01,stock,XSHG,MainBoard_SH
600054.XSHG,黄山旅游,HSLY,1997-05-06,2200-01-01,stock,XSHG,MainBoard_SH
600055.XSHG,万东医疗,WDYL,1997-05-19,2200-01-01,stock,XSHG,MainBoard_SH
600056.XSHG,中国医药,ZGYY,1997-05-15,2200-01-01,stock,XSHG,MainBoard_SH
600057.XSHG,厦门象屿,XMXY,1997-06-04,2200-01-01,stock,XSHG,MainBoard_SH
600058.XSHG,五矿发展,WKFZ,1997-05-28,2200-01-01,stock,XSHG,MainBoard_SH
600059.XSHG,古越龙山,GYLS,1997-05-16,2200-01-01,stock,XSHG,MainBoard_SH
600063.XSHG,皖维高新,WWGX,1997-05-28,2200-01-01,stock,XSHG,MainBoard_SH
600064.XSHG,南京高科,NJGK,1997-05-06,2200-01-01,stock,XSHG,MainBoard_SH
600072.XSHG,中船科技,ZCKJ,1997-06-03,2200-01-01,stock,XSHG,MainBoard_SH
600073.XSHG,光明肉业,GMRY,1997-07-04,2200-01-01,stock,XSHG,MainBoard_SH
600075.XSHG,新疆天业,XJTY,1997-06-17,2200-01-01,stock,XSHG,MainBoard_SH
600093.XSHG,退市易见,TSYJ,1997-06-26,2022-06-23,stock,XSHG,MainBoard_SH
600094.XSHG,大名城,DMC,1997-07-03,2200-01-01,stock,XSHG,MainBoard_SH
600095.XSHG,湘财股份,XCGF,1997-07-08,2200-01-01,stock,XSHG,MainBoard_SH
600096.XSHG,云天化,YTH,1997-07-09,2200-01-01,stock,XSHG,MainBoard_SH
600098.XSHG,广州发展,GZFZ,1997-07-18,2200-01-01,stock,XSHG,MainBoard_SH
600100.XSHG,同方股份,TFGF,1997-06-27,2200-01-01,stock,XSHG,MainBoard_SH
600103.XSHG,青山纸业,QSZY,1997-07-03,2200-01-01,stock,XSHG,MainBoard_SH
600105.XSHG,永鼎股份,YDGF,1997-09-29,2200-01-01,stock,XSHG,MainBoard_SH
600108.XSHG,亚盛集团,YSJT,1997-08-18,2200-01-01,stock,XSHG,MainBoard_SH
600110.XSHG,诺德股份,NDGF,1997-10-07,2200-01-01,stock,XSHG,MainBoard_SH
600113.XSHG,浙江东日,ZJDR,1997-10-21,2200-01-01,stock,XSHG,MainBoard_SH
600114.XSHG,东睦股份,DMGF,2004-05-11,2200-01-01,stock,XSHG,MainBoard_SH
600116.XSHG,三峡水利,SXSL,1997-08-04,2200-01-01,stock,XSHG,MainBoard_SH
600120.XSHG,浙江东方,ZJDF,1997-12-01,2200-01-01,stock,XSHG,MainBoard_SH
600123.XSHG,兰花科创,LHKC,1998-12-17,2200-01-01,stock,XSHG,MainBoard_SH
600125.XSHG,铁龙物流,TLWL,1998-05-11,2200-01-01,stock,XSHG,MainBoard_SH
600129.XSHG,太极集团,TJJT,1997-11-18,2200-01-01,stock,XSHG,MainBoard_SH
600133.XSHG,东湖高新,DHGX,1998-02-12,2200-01-01,stock,XSHG,MainBoard_SH
600136.XSHG,ST明诚,STMC,1998-03-03,2200-01-01,stock,XSHG,MainBoard_SH
600138.XSHG,中青旅,ZQL,1997-12-03,2200-01-01,stock,XSHG,MainBoard_SH
600151.XSHG,航天机电,HTJD,1998-06-05,2200-01-01,stock,XSHG,MainBoard_SH
600155.XSHG,华创云信,HCYX,1998-09-18,2200-01-01,stock,XSHG,MainBoard_SH
600158.XSHG,中体产业,ZTCY,1998-03-27,2200-01-01,stock,XSHG,MainBoard_SH
600162.XSHG,香江控股,XJKG,1998-06-09,2200-01-01,stock,XSHG,MainBoard_SH
600163.XSHG,中闽能源,ZMNY,1998-06-02,2200-01-01,stock,XSHG,MainBoard_SH
600167.XSHG,联美控股,LMKG,1999-01-28,2200-01-01,stock,XSHG,MainBoard_SH
600169.XSHG,ST太重,STTZ,1998-09-04,2200-01-01,stock,XSHG,MainBoard_SH
600171.XSHG,上海贝岭,SHBL,1998-09-24,2200-01-01,stock,XSHG,MainBoard_SH
600172.XSHG,黄河旋风,HHXF,1998-11-26,2200-01-01,stock,XSHG,MainBoard_SH
600179.XSHG,安通控股,ATKG,1998-11-04,2200-01-01,stock,XSHG,MainBoard_SH
600184.XSHG,光电股份,GDGF,2003-11-06,2200-01-01,stock,XSHG,MainBoard_SH
600185.XSHG,珠免集团,ZMJT,1999-06-11,2200-01-01,stock,XSHG,MainBoard_SH
600186.XSHG,莲花控股,LHKG,1998-08-25,2200-01-01,stock,XSHG,MainBoard_SH
600195.XSHG,中牧股份,ZMGF,1999-01-07,2200-01-01,stock,XSHG,MainBoard_SH
600197.XSHG,伊力特,YLT,1999-09-16,2200-01-01,stock,XSHG,MainBoard_SH
600200.XSHG,退市苏吴,TSSW,1999-04-01,2025-12-30,stock,XSHG,MainBoard_SH
600201.XSHG,生物股份,SWGF,1999-01-15,2200-01-01,stock,XSHG,MainBoard_SH
600206.XSHG,有研新材,YYXC,1999-03-19,2200-01-01,stock,XSHG,MainBoard_SH
600210.XSHG,紫江企业,ZJQY,1999-08-24,2200-01-01,stock,XSHG,MainBoard_SH
600211.XSHG,西藏药业,XZYY,1999-07-21,2200-01-01,stock,XSHG,MainBoard_SH
600216.XSHG,浙江医药,ZJYY,1999-10-21,2200-01-01,stock,XSHG,MainBoard_SH
600217.XSHG,中再资环,ZZZH,1999-12-16,2200-01-01,stock,XSHG,MainBoard_SH
600223.XSHG,福瑞达,FRD,2000-01-13,2200-01-01,stock,XSHG,MainBoard_SH
600225.XSHG,退市卓朗,TSZL,2000-01-27,2025-03-05,stock,XSHG,MainBoard_SH
600226.XSHG,亨通股份,HTGF,1999-11-16,2200-01-01,stock,XSHG,MainBoard_SH
600229.XSHG,城市传媒,CSCM,2000-03-09,2200-01-01,stock,XSHG,MainBoard_SH
600239.XSHG,ST云城,STYC,1999-12-02,2200-01-01,stock,XSHG,MainBoard_SH
600246.XSHG,万通发展,WTFZ,2000-09-22,2200-01-01,stock,XSHG,MainBoard_SH
600248.XSHG,陕建股份,SJGF,2000-06-22,2200-01-01,stock,XSHG,MainBoard_SH
600252.XSHG,中恒集团,ZHJT,2000-11-30,2200-01-01,stock,XSHG,MainBoard_SH
600258.XSHG,首旅酒店,SLJD,2000-06-01,2200-01-01,stock,XSHG,MainBoard_SH
600259.XSHG,中稀有色,ZXYS,2000-05-25,2200-01-01,stock,XSHG,MainBoard_SH
600261.XSHG,阳光照明,YGZM,2000-07-20,2200-01-01,stock,XSHG,MainBoard_SH
600266.XSHG,城建发展,CJFZ,1999-02-03,2200-01-01,stock,XSHG,MainBoard_SH
600267.XSHG,海正药业,HZYY,2000-07-25,2200-01-01,stock,XSHG,MainBoard_SH
600268.XSHG,国电南自,GDNZ,1999-11-18,2200-01-01,stock,XSHG,MainBoard_SH
600269.XSHG,赣粤高速,GYGS,2000-05-18,2200-01-01,stock,XSHG,MainBoard_SH
600273.XSHG,嘉化能源,JHNY,2003-06-27,2200-01-01,stock,XSHG,MainBoard_SH
600277.XSHG,ST亿利,STYL,2000-07-25,2024-07-11,stock,XSHG,MainBoard_SH
600278.XSHG,东方创业,DFCY,2000-07-12,2200-01-01,stock,XSHG,MainBoard_SH
600284.XSHG,浦东建设,PDJS,2004-03-16,2200-01-01,stock,XSHG,MainBoard_SH
600285.XSHG,羚锐制药,LRZY,2000-10-18,2200-01-01,stock,XSHG,MainBoard_SH
600292.XSHG,电投水电,DTSD,2000-11-01,2200-01-01,stock,XSHG,MainBoard_SH
600295.XSHG,鄂尔多斯,EEDS,1995-10-20,2200-01-01,stock,XSHG,MainBoard_SH
600297.XSHG,广汇汽车,GHQC,2000-11-16,2024-08-21,stock,XSHG,MainBoard_SH
600300.XSHG,维维股份,WWGF,2000-06-30,2200-01-01,stock,XSHG,MainBoard_SH
600301.XSHG,华锡有色,HXYS,2000-07-12,2200-01-01,stock,XSHG,MainBoard_SH
600305.XSHG,恒顺醋业,HSCY,2001-02-06,2200-01-01,stock,XSHG,MainBoard_SH
600308.XSHG,华泰股份,HTGF,2000-09-28,2200-01-01,stock,XSHG,MainBoard_SH
600312.XSHG,平高电气,PGDQ,2001-02-21,2200-01-01,stock,XSHG,MainBoard_SH
600313.XSHG,农发种业,NFZY,2001-01-19,2200-01-01,stock,XSHG,MainBoard_SH
600315.XSHG,上海家化,SHJH,2001-03-15,2200-01-01,stock,XSHG,MainBoard_SH
600318.XSHG,新力金融,XLJR,2000-12-08,2200-01-01,stock,XSHG,MainBoard_SH
600320.XSHG,振华重工,ZHZG,2000-12-21,2200-01-01,stock,XSHG,MainBoard_SH
600323.XSHG,瀚蓝环境,HLHJ,2000-12-25,2200-01-01,stock,XSHG,MainBoard_SH
600325.XSHG,华发股份,HFGF,2004-02-25,2200-01-01,stock,XSHG,MainBoard_SH
600326.XSHG,西藏天路,XCTL,2001-01-16,2200-01-01,stock,XSHG,MainBoard_SH
600328.XSHG,中盐化工,ZYHG,2000-12-22,2200-01-01,stock,XSHG,MainBoard_SH
600330.XSHG,天通股份,TTGF,2001-01-18,2200-01-01,stock,XSHG,MainBoard_SH
600331.XSHG,宏达股份,HDGF,2001-12-20,2200-01-01,stock,XSHG,MainBoard_SH
600335.XSHG,国机汽车,GJQC,2001-03-05,2200-01-01,stock,XSHG,MainBoard_SH
600337.XSHG,ST美克,STMK,2000-11-27,2200-01-01,stock,XSHG,MainBoard_SH
600338.XSHG,西藏珠峰,XCZF,2000-12-27,2200-01-01,stock,XSHG,MainBoard_SH
600340.XSHG,*ST华幸,*STHX,2003-12-30,2200-01-01,stock,XSHG,MainBoard_SH
600343.XSHG,航天动力,HTDL,2003-04-08,2200-01-01,stock,XSHG,MainBoard_SH
600345.XSHG,长江通信,CJTX,2000-12-22,2200-01-01,stock,XSHG,MainBoard_SH
600351.XSHG,亚宝药业,YBYY,2002-09-26,2200-01-01,stock,XSHG,MainBoard_SH
600353.XSHG,旭光电子,XGDZ,2002-11-20,2200-01-01,stock,XSHG,MainBoard_SH
600360.XSHG,华微电子,HWDZ,2001-03-16,2200-01-01,stock,XSHG,MainBoard_SH
600361.XSHG,创新新材,CXXC,2001-11-29,2200-01-01,stock,XSHG,MainBoard_SH
600363.XSHG,联创光电,LCGD,2001-03-29,2200-01-01,stock,XSHG,MainBoard_SH
600366.XSHG,宁波韵升,NBYS,2000-10-30,2200-01-01,stock,XSHG,MainBoard_SH
600370.XSHG,*ST三房,*STSF,2003-03-06,2200-01-01,stock,XSHG,MainBoard_SH
600373.XSHG,中文传媒,ZWCM,2002-03-04,2200-01-01,stock,XSHG,MainBoard_SH
600378.XSHG,昊华科技,HHKJ,2001-01-11,2200-01-01,stock,XSHG,MainBoard_SH
600388.XSHG,龙净环保,LJHB,2000-12-29,2200-01-01,stock,XSHG,MainBoard_SH
600389.XSHG,江山股份,JSGF,2001-01-10,2200-01-01,stock,XSHG,MainBoard_SH
600391.XSHG,航发科技,HFKJ,2001-12-12,2200-01-01,stock,XSHG,MainBoard_SH
600395.XSHG,盘江股份,PJGF,2001-05-31,2200-01-01,stock,XSHG,MainBoard_SH
600399.XSHG,抚顺特钢,FSTG,2000-12-29,2200-01-01,stock,XSHG,MainBoard_SH
600400.XSHG,红豆股份,HDGF,2001-01-08,2200-01-01,stock,XSHG,MainBoard_SH
600403.XSHG,大有能源,DYNY,2003-10-09,2200-01-01,stock,XSHG,MainBoard_SH
600409.XSHG,三友化工,SYHG,2003-06-18,2200-01-01,stock,XSHG,MainBoard_SH
600416.XSHG,湘电股份,XDGF,2002-07-18,2200-01-01,stock,XSHG,MainBoard_SH
600420.XSHG,国药现代,GYXD,2004-06-16,2200-01-01,stock,XSHG,MainBoard_SH
600422.XSHG,昆药集团,KYJT,2000-12-06,2200-01-01,stock,XSHG,MainBoard_SH
600428.XSHG,中远海特,ZYHT,2002-04-18,2200-01-01,stock,XSHG,MainBoard_SH
600446.XSHG,金证股份,JZGF,2003-12-24,2200-01-01,stock,XSHG,MainBoard_SH
600449.XSHG,宁夏建材,NXJC,2003-08-29,2200-01-01,stock,XSHG,MainBoard_SH
600452.XSHG,涪陵电力,FLDL,2004-03-03,2200-01-01,stock,XSHG,MainBoard_SH
600456.XSHG,宝钛股份,BTGF,2002-04-12,2200-01-01,stock,XSHG,MainBoard_SH
600458.XSHG,时代新材,SDXC,2002-12-19,2200-01-01,stock,XSHG,MainBoard_SH
600459.XSHG,贵研铂业,GYBY,2003-05-16,2200-01-01,stock,XSHG,MainBoard_SH
600461.XSHG,洪城环境,HCHJ,2004-06-01,2200-01-01,stock,XSHG,MainBoard_SH
600475.XSHG,华光环能,HGHN,2003-07-21,2200-01-01,stock,XSHG,MainBoard_SH
600477.XSHG,杭萧钢构,HXGG,2003-11-10,2200-01-01,stock,XSHG,MainBoard_SH
600478.XSHG,科力远,KLY,2003-09-18,2200-01-01,stock,XSHG,MainBoard_SH
600480.XSHG,凌云股份,LYGF,2003-08-15,2200-01-01,stock,XSHG,MainBoard_SH
600481.XSHG,双良节能,SLJN,2003-04-22,2200-01-01,stock,XSHG,MainBoard_SH
600483.XSHG,福能股份,FNGF,2004-05-31,2200-01-01,stock,XSHG,MainBoard_SH
600490.XSHG,鹏欣资源,PXZY,2003-06-26,2200-01-01,stock,XSHG,MainBoard_SH
600491.XSHG,ST龙元,STLY,2004-05-24,2200-01-01,stock,XSHG,MainBoard_SH
600495.XSHG,晋西车轴,JXCZ,2004-05-26,2200-01-01,stock,XSHG,MainBoard_SH
600496.XSHG,精工钢构,JGGG,2002-06-05,2200-01-01,stock,XSHG,MainBoard_SH
600499.XSHG,科达制造,KDZZ,2002-10-10,2200-01-01,stock,XSHG,MainBoard_SH
600502.XSHG,安徽建工,AHJG,2003-04-15,2200-01-01,stock,XSHG,MainBoard_SH
600503.XSHG,华丽家族,HLJZ,2002-07-09,2200-01-01,stock,XSHG,MainBoard_SH
600507.XSHG,方大特钢,FDTG,2003-09-30,2200-01-01,stock,XSHG,MainBoard_SH
600508.XSHG,上海能源,SHNY,2001-08-29,2200-01-01,stock,XSHG,MainBoard_SH
600509.XSHG,天富能源,TFNY,2002-02-28,2200-01-01,stock,XSHG,MainBoard_SH
600510.XSHG,黑牡丹,HMD,2002-06-18,2200-01-01,stock,XSHG,MainBoard_SH
600512.XSHG,腾达建设,TDJS,2002-12-26,2200-01-01,stock,XSHG,MainBoard_SH
600523.XSHG,贵航股份,GHGF,2001-12-27,2200-01-01,stock,XSHG,MainBoard_SH
600528.XSHG,中铁工业,ZTGY,2001-05-28,2200-01-01,stock,XSHG,MainBoard_SH
600529.XSHG,山东药玻,SDYB,2002-06-03,2200-01-01,stock,XSHG,MainBoard_SH
600531.XSHG,豫光金铅,YGJQ,2002-07-30,2200-01-01,stock,XSHG,MainBoard_SH
600548.XSHG,深高速,SGS,2001-12-25,2200-01-01,stock,XSHG,MainBoard_SH
600550.XSHG,保变电气,BBDQ,2001-02-28,2200-01-01,stock,XSHG,MainBoard_SH
600552.XSHG,凯盛科技,KSKJ,2002-11-08,2200-01-01,stock,XSHG,MainBoard_SH
600556.XSHG,天下秀,TXX,2001-08-07,2200-01-01,stock,XSHG,MainBoard_SH
600557.XSHG,康缘药业,KYYY,2002-09-18,2200-01-01,stock,XSHG,MainBoard_SH
600559.XSHG,老白干酒,LBGJ,2002-10-29,2200-01-01,stock,XSHG,MainBoard_SH
600562.XSHG,国睿科技,GRKJ,2003-01-28,2200-01-01,stock,XSHG,MainBoard_SH
600565.XSHG,ST迪马,STDM,2002-07-23,2024-07-31,stock,XSHG,MainBoard_SH
600569.XSHG,安阳钢铁,AYGT,2001-08-20,2200-01-01,stock,XSHG,MainBoard_SH
600571.XSHG,信雅达,XYD,2002-11-01,2200-01-01,stock,XSHG,MainBoard_SH
600572.XSHG,康恩贝,KEB,2004-04-12,2200-01-01,stock,XSHG,MainBoard_SH
600575.XSHG,淮河能源,HHNY,2003-03-28,2200-01-01,stock,XSHG,MainBoard_SH
600577.XSHG,精达股份,JDGF,2002-09-11,2200-01-01,stock,XSHG,MainBoard_SH
600578.XSHG,京能电力,JNDL,2002-05-10,2200-01-01,stock,XSHG,MainBoard_SH
600581.XSHG,*ST八钢,*STBG,2002-08-16,2200-01-01,stock,XSHG,MainBoard_SH
600583.XSHG,海油工程,HYGC,2002-02-05,2200-01-01,stock,XSHG,MainBoard_SH
600586.XSHG,金晶科技,JJKJ,2002-08-15,2200-01-01,stock,XSHG,MainBoard_SH
600587.XSHG,新华医疗,XHYL,2002-09-27,2200-01-01,stock,XSHG,MainBoard_SH
600590.XSHG,泰豪科技,THKJ,2002-07-03,2200-01-01,stock,XSHG,MainBoard_SH
600592.XSHG,龙溪股份,LXGF,2002-08-05,2200-01-01,stock,XSHG,MainBoard_SH
600595.XSHG,中孚实业,ZFSY,2002-06-26,2200-01-01,stock,XSHG,MainBoard_SH
600596.XSHG,新安股份,XAGF,2001-09-06,2200-01-01,stock,XSHG,MainBoard_SH
600597.XSHG,光明乳业,GMRY,2002-08-28,2200-01-01,stock,XSHG,MainBoard_SH
600601.XSHG,方正科技,FZKJ,1990-12-19,2200-01-01,stock,XSHG,MainBoard_SH
600602.XSHG,云赛智联,YSZL,1990-12-19,2200-01-01,stock,XSHG,MainBoard_SH
600603.XSHG,广汇物流,GHWL,1992-01-13,2200-01-01,stock,XSHG,MainBoard_SH
600604.XSHG,市北高新,SBGX,1992-03-27,2200-01-01,stock,XSHG,MainBoard_SH
600610.XSHG,中毅达,ZYD,1992-08-05,2200-01-01,stock,XSHG,MainBoard_SH
600612.XSHG,老凤祥,LFX,1992-08-14,2200-01-01,stock,XSHG,MainBoard_SH
600618.XSHG,氯碱化工,LJHG,1992-11-13,2200-01-01,stock,XSHG,MainBoard_SH
600619.XSHG,海立股份,HLGF,1992-11-13,2200-01-01,stock,XSHG,MainBoard_SH
600621.XSHG,华鑫股份,HXGF,1992-12-02,2200-01-01,stock,XSHG,MainBoard_SH
600622.XSHG,光大嘉宝,GDJB,1992-12-03,2200-01-01,stock,XSHG,MainBoard_SH
600623.XSHG,华谊集团,HYJT,1992-12-04,2200-01-01,stock,XSHG,MainBoard_SH
600624.XSHG,ST复华,STFH,1993-01-05,2200-01-01,stock,XSHG,MainBoard_SH
600626.XSHG,申达股份,SDGF,1993-01-07,2200-01-01,stock,XSHG,MainBoard_SH
600629.XSHG,华建集团,HJJT,1993-02-09,2200-01-01,stock,XSHG,MainBoard_SH
600633.XSHG,浙数文化,ZSWH,1993-03-04,2200-01-01,stock,XSHG,MainBoard_SH
600635.XSHG,大众公用,DZGY,1993-03-04,2200-01-01,stock,XSHG,MainBoard_SH
600636.XSHG,退市国化,TSGH,1993-03-16,2026-06-26,stock,XSHG,MainBoard_SH
600639.XSHG,浦东金桥,PDJQ,1993-03-26,2200-01-01,stock,XSHG,MainBoard_SH
600640.XSHG,国脉文化,GMWH,1993-04-07,2200-01-01,stock,XSHG,MainBoard_SH
600641.XSHG,先导基电,XDJD,1993-04-07,2200-01-01,stock,XSHG,MainBoard_SH
600643.XSHG,爱建集团,AJJT,1993-04-26,2200-01-01,stock,XSHG,MainBoard_SH
600645.XSHG,中源协和,ZYXH,1993-05-04,2200-01-01,stock,XSHG,MainBoard_SH
600648.XSHG,外高桥,WGQ,1993-05-04,2200-01-01,stock,XSHG,MainBoard_SH
600649.XSHG,城投控股,CTKG,1993-05-18,2200-01-01,stock,XSHG,MainBoard_SH
600651.XSHG,飞乐音响,FLYX,1990-12-19,2200-01-01,stock,XSHG,MainBoard_SH
600654.XSHG,中安科,ZAK,1990-12-19,2200-01-01,stock,XSHG,MainBoard_SH
600657.XSHG,信达地产,XDDC,1993-05-24,2200-01-01,stock,XSHG,MainBoard_SH
600662.XSHG,外服控股,WFKG,1993-06-14,2200-01-01,stock,XSHG,MainBoard_SH
600664.XSHG,哈药股份,HYGF,1993-06-29,2200-01-01,stock,XSHG,MainBoard_SH
600667.XSHG,太极实业,TJSY,1993-07-28,2200-01-01,stock,XSHG,MainBoard_SH
600668.XSHG,尖峰集团,JFJT,1993-07-28,2200-01-01,stock,XSHG,MainBoard_SH
600675.XSHG,中华企业,ZHQY,1993-09-24,2200-01-01,stock,XSHG,MainBoard_SH
600676.XSHG,交运股份,JYGF,1993-09-28,2200-01-01,stock,XSHG,MainBoard_SH
600682.XSHG,南京新百,NJXB,1993-10-18,2200-01-01,stock,XSHG,MainBoard_SH
600685.XSHG,中船防务,ZCFW,1993-10-28,2200-01-01,stock,XSHG,MainBoard_SH
600686.XSHG,金龙汽车,JLQC,1993-11-08,2200-01-01,stock,XSHG,MainBoard_SH
600688.XSHG,上海石化,SHSH,1993-11-08,2200-01-01,stock,XSHG,MainBoard_SH
600691.XSHG,潞化科技,LHKJ,1993-11-19,2200-01-01,stock,XSHG,MainBoard_SH
600694.XSHG,大商股份,DSGF,1993-11-22,2200-01-01,stock,XSHG,MainBoard_SH
600696.XSHG,退市岩石,TSYS,1993-12-06,2026-06-26,stock,XSHG,MainBoard_SH
600708.XSHG,光明地产,GMDC,1996-06-06,2200-01-01,stock,XSHG,MainBoard_SH
600710.XSHG,苏美达,SMD,1996-07-01,2200-01-01,stock,XSHG,MainBoard_SH
600711.XSHG,盛屯矿业,STKY,1996-05-31,2200-01-01,stock,XSHG,MainBoard_SH
600715.XSHG,文投控股,WTKG,1996-07-01,2200-01-01,stock,XSHG,MainBoard_SH
600717.XSHG,天津港,TJG,1996-06-14,2200-01-01,stock,XSHG,MainBoard_SH
600718.XSHG,东软集团,DRJT,1996-06-18,2200-01-01,stock,XSHG,MainBoard_SH
600720.XSHG,中交设计,ZJSJ,1996-07-16,2200-01-01,stock,XSHG,MainBoard_SH
600726.XSHG,华电能源,HDNY,1996-07-01,2200-01-01,stock,XSHG,MainBoard_SH
600728.XSHG,佳都科技,JDKJ,1996-07-16,2200-01-01,stock,XSHG,MainBoard_SH
600729.XSHG,重百集团,ZBJT,1996-07-02,2200-01-01,stock,XSHG,MainBoard_SH
600732.XSHG,爱旭股份,AXGF,1996-08-16,2200-01-01,stock,XSHG,MainBoard_SH
600736.XSHG,苏州高新,SZGX,1996-08-15,2200-01-01,stock,XSHG,MainBoard_SH
600738.XSHG,丽尚国潮,LSGC,1996-08-02,2200-01-01,stock,XSHG,MainBoard_SH
600739.XSHG,辽宁成大,LNCD,1996-08-19,2200-01-01,stock,XSHG,MainBoard_SH
600740.XSHG,山西焦化,SXJH,1996-08-08,2200-01-01,stock,XSHG,MainBoard_SH
600742.XSHG,富维股份,FWGF,1996-08-26,2200-01-01,stock,XSHG,MainBoard_SH
600744.XSHG,华银电力,HYDL,1996-09-05,2200-01-01,stock,XSHG,MainBoard_SH
600746.XSHG,江苏索普,JSSP,1996-09-18,2200-01-01,stock,XSHG,MainBoard_SH
600748.XSHG,上实发展,SSFZ,1996-09-25,2200-01-01,stock,XSHG,MainBoard_SH
600750.XSHG,华润江中,HRJZ,1996-09-23,2200-01-01,stock,XSHG,MainBoard_SH
600751.XSHG,海航科技,HHKJ,1996-09-09,2200-01-01,stock,XSHG,MainBoard_SH
600756.XSHG,浪潮软件,LCRJ,1996-09-23,2200-01-01,stock,XSHG,MainBoard_SH
600757.XSHG,长江传媒,CJCM,1996-10-03,2200-01-01,stock,XSHG,MainBoard_SH
600758.XSHG,辽宁能源,LNNY,1996-10-29,2200-01-01,stock,XSHG,MainBoard_SH
600759.XSHG,ST洲际,STZJ,1996-10-08,2200-01-01,stock,XSHG,MainBoard_SH
600761.XSHG,安徽合力,AHHL,1996-10-09,2200-01-01,stock,XSHG,MainBoard_SH
600764.XSHG,中国海防,ZGHF,1996-11-04,2200-01-01,stock,XSHG,MainBoard_SH
600770.XSHG,综艺股份,ZYGF,1996-11-20,2200-01-01,stock,XSHG,MainBoard_SH
600771.XSHG,广誉远,GYY,1996-11-05,2200-01-01,stock,XSHG,MainBoard_SH
600773.XSHG,西藏城投,XZCT,1996-11-08,2200-01-01,stock,XSHG,MainBoard_SH
600775.XSHG,南京熊猫,NJXM,1996-11-18,2200-01-01,stock,XSHG,MainBoard_SH
600776.XSHG,东方通信,DFTX,1996-11-26,2200-01-01,stock,XSHG,MainBoard_SH
600777.XSHG,新潮能源,XCNY,1996-11-21,2200-01-01,stock,XSHG,MainBoard_SH
600780.XSHG,通宝能源,TBNY,1996-12-05,2200-01-01,stock,XSHG,MainBoard_SH
600782.XSHG,新钢股份,XGGF,1996-12-25,2200-01-01,stock,XSHG,MainBoard_SH
600783.XSHG,鲁信创投,LXCT,1996-12-25,2200-01-01,stock,XSHG,MainBoard_SH
600787.XSHG,中储股份,ZCGF,1997-01-21,2200-01-01,stock,XSHG,MainBoard_SH
600789.XSHG,鲁抗医药,LKYY,1997-02-26,2200-01-01,stock,XSHG,MainBoard_SH
600797.XSHG,浙大网新,ZDWX,1997-04-18,2200-01-01,stock,XSHG,MainBoard_SH
600800.XSHG,渤海化学,BHHX,1993-12-06,2200-01-01,stock,XSHG,MainBoard_SH
600803.XSHG,新奥股份,XAGF,1994-01-03,2200-01-01,stock,XSHG,MainBoard_SH
600810.XSHG,神马股份,SMGF,1994-01-06,2200-01-01,stock,XSHG,MainBoard_SH
600811.XSHG,*ST东方,*STDF,1994-01-06,2025-04-29,stock,XSHG,MainBoard_SH
600812.XSHG,华北制药,HBZY,1994-01-14,2200-01-01,stock,XSHG,MainBoard_SH
600821.XSHG,金开新能,JKXN,1994-01-28,2200-01-01,stock,XSHG,MainBoard_SH
600825.XSHG,新华传媒,XHCM,1994-02-04,2200-01-01,stock,XSHG,MainBoard_SH
600827.XSHG,百联股份,BLGF,1994-02-04,2200-01-01,stock,XSHG,MainBoard_SH
600831.XSHG,广电网络,GDWL,1994-02-24,2200-01-01,stock,XSHG,MainBoard_SH
600835.XSHG,上海机电,SHJD,1994-02-24,2200-01-01,stock,XSHG,MainBoard_SH
600841.XSHG,动力新科,DLXK,1994-03-11,2200-01-01,stock,XSHG,MainBoard_SH
600846.XSHG,同济科技,TJKJ,1994-03-11,2200-01-01,stock,XSHG,MainBoard_SH
600850.XSHG,电科数字,DKSZ,1994-03-24,2200-01-01,stock,XSHG,MainBoard_SH
600851.XSHG,海欣股份,HXGF,1994-04-04,2200-01-01,stock,XSHG,MainBoard_SH
600855.XSHG,航天长峰,HTCF,1994-04-25,2200-01-01,stock,XSHG,MainBoard_SH
600859.XSHG,王府井,WFJ,1994-05-06,2200-01-01,stock,XSHG,MainBoard_SH
600861.XSHG,北京人力,BJRL,1994-05-20,2200-01-01,stock,XSHG,MainBoard_SH
600864.XSHG,哈投股份,HTGF,1994-08-09,2200-01-01,stock,XSHG,MainBoard_SH
600866.XSHG,星湖科技,XHKJ,1994-08-18,2200-01-01,stock,XSHG,MainBoard_SH
600867.XSHG,通化东宝,THDB,1994-08-24,2200-01-01,stock,XSHG,MainBoard_SH
