code,display_name,name,list_date,delist_date,type,exchange,board
002717.XSHE,*ST岭南,*STLN,2014-02-19,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002724.XSHE,海洋王,HYW,2014-11-04,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002726.XSHE,ST龙大,STLD,2014-06-26,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002727.XSHE,一心堂,YXT,2014-07-02,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002733.XSHE,雄韬股份,XTGF,2014-12-03,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002737.XSHE,葵花药业,KHYY,2014-12-30,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002738.XSHE,中矿资源,ZKZY,2014-12-30,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002741.XSHE,光华科技,GHKJ,2015-02-16,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002745.XSHE,木林森,MLS,2015-02-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002746.XSHE,仙坛股份,XTGF,2015-02-16,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002747.XSHE,埃斯顿,ASD,2015-03-20,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002755.XSHE,奥赛康,ASK,2015-05-15,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002756.XSHE,永兴材料,YXCL,2015-05-15,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002759.XSHE,天际股份,TJGF,2015-05-28,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002761.XSHE,浙江建投,ZJJT,2015-06-10,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002768.XSHE,国恩股份,GEGF,2015-06-30,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002773.XSHE,康弘药业,KHYY,2015-06-26,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002777.XSHE,久远银海,JYYH,2015-12-31,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002779.XSHE,中坚科技,ZJKJ,2015-12-09,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002782.XSHE,可立克,KLK,2015-12-22,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002791.XSHE,坚朗五金,JLWJ,2016-03-29,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002792.XSHE,通宇通讯,TYTX,2016-03-28,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002793.XSHE,罗欣药业,LXYY,2016-04-15,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002796.XSHE,世嘉科技,SJKJ,2016-05-10,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002798.XSHE,帝欧水华,DOSH,2016-05-25,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002803.XSHE,吉宏股份,JHGF,2016-07-12,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002807.XSHE,江阴银行,JYYH,2016-09-02,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002810.XSHE,山东赫达,SDHD,2016-08-26,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002815.XSHE,崇达技术,CDJS,2016-10-12,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002822.XSHE,ST中装,STZZ,2016-11-29,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002827.XSHE,高争民爆,GZMB,2016-12-09,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002832.XSHE,比音勒芬,BYLF,2016-12-23,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002833.XSHE,弘亚数控,HYSK,2016-12-28,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002837.XSHE,英维克,YWK,2016-12-29,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002838.XSHE,道恩股份,DEGF,2017-01-06,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002839.XSHE,张家港行,ZJGH,2017-01-24,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002840.XSHE,华统股份,HTGF,2017-01-10,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002847.XSHE,盐津铺子,YJPZ,2017-02-08,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002850.XSHE,科达利,KDL,2017-03-02,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002851.XSHE,麦格米特,MGMT,2017-03-06,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002852.XSHE,道道全,DDQ,2017-03-10,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002859.XSHE,洁美科技,JMKJ,2017-04-07,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002865.XSHE,钧达股份,JDGF,2017-04-25,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002866.XSHE,传艺科技,CYKJ,2017-04-26,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002867.XSHE,周大生,ZDS,2017-04-27,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002869.XSHE,金溢科技,JYKJ,2017-05-15,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002880.XSHE,卫光生物,WGSW,2017-06-16,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002881.XSHE,美格智能,MGZN,2017-06-22,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002882.XSHE,金龙羽,JLY,2017-07-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002891.XSHE,中宠股份,ZCGF,2017-08-21,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002892.XSHE,科力尔,KLE,2017-08-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002895.XSHE,川恒股份,CHGF,2017-08-25,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002896.XSHE,中大力德,ZDLD,2017-08-29,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002897.XSHE,意华股份,YHGF,2017-09-07,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002901.XSHE,大博医疗,DBYL,2017-09-22,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002906.XSHE,华阳集团,HYJT,2017-10-13,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002907.XSHE,华森制药,HSZY,2017-10-20,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002911.XSHE,佛燃能源,FRNY,2017-11-22,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002912.XSHE,中新赛克,ZXSK,2017-11-21,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002913.XSHE,奥士康,ASK,2017-12-01,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002918.XSHE,蒙娜丽莎,MNLS,2017-12-19,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002920.XSHE,德赛西威,DSXW,2017-12-26,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002922.XSHE,伊戈尔,YGE,2017-12-29,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002925.XSHE,盈趣科技,YQKJ,2018-01-15,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002928.XSHE,华夏航空,HXHK,2018-03-02,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002929.XSHE,润建股份,RJGF,2018-03-01,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002930.XSHE,宏川智慧,HCZH,2018-03-28,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002932.XSHE,*ST明德,*STMD,2018-07-10,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002933.XSHE,新兴装备,XXZB,2018-08-28,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002936.XSHE,郑州银行,ZZYH,2018-09-19,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002941.XSHE,新疆交建,XJJJ,2018-11-28,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002946.XSHE,新乳业,XRY,2019-01-25,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002947.XSHE,恒铭达,HMD,2019-02-01,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002948.XSHE,青岛银行,QDYH,2019-01-16,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002950.XSHE,奥美医疗,AMYL,2019-03-11,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002951.XSHE,金时科技,JSKJ,2019-03-15,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002955.XSHE,鸿合科技,HHKJ,2019-05-23,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002958.XSHE,青农商行,QNSH,2019-03-26,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002959.XSHE,小熊电器,XXDQ,2019-08-23,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002960.XSHE,青鸟智控,QNZK,2019-08-09,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002961.XSHE,瑞达期货,RDQH,2019-09-05,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002962.XSHE,五方光电,WFGD,2019-09-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002965.XSHE,祥鑫科技,XXKJ,2019-10-25,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002967.XSHE,广电计量,GDJL,2019-11-08,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002969.XSHE,嘉美包装,JMBZ,2019-12-02,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002970.XSHE,锐明技术,RMJS,2019-12-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002973.XSHE,侨银股份,QYGF,2020-01-06,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002975.XSHE,博杰股份,BJGF,2020-02-05,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002977.XSHE,*ST天箭,*STTJ,2020-03-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002978.XSHE,安宁股份,ANGF,2020-04-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002979.XSHE,雷赛智能,LSZN,2020-04-08,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002980.XSHE,华盛昌,HSC,2020-04-15,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002982.XSHE,湘佳股份,XJGF,2020-04-24,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002984.XSHE,森麒麟,SQL,2020-09-11,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002985.XSHE,北摩高科,BMGK,2020-04-29,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002987.XSHE,京北方,JBF,2020-05-07,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002989.XSHE,中天精装,ZTJZ,2020-06-10,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002990.XSHE,盛视科技,SSKJ,2020-05-25,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002991.XSHE,甘源食品,GYSP,2020-07-31,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
002993.XSHE,奥海科技,AHKJ,2020-08-17,2200-01-01,stock,XSHE,SME_or_MainBoard_SZ
003006.XSHE,百亚股份,BYGF,2020-09-21,2200-01-01,stock,XSHE,Other
003009.XSHE,中天火箭,ZTHJ,2020-09-25,2200-01-01,stock,XSHE,Other
003010.XSHE,若羽臣,RYC,2020-09-25,2200-01-01,stock,XSHE,Other
003012.XSHE,东鹏控股,DPKG,2020-10-19,2200-01-01,stock,XSHE,Other
003021.XSHE,兆威机电,ZWJD,2020-12-04,2200-01-01,stock,XSHE,Other
003031.XSHE,中瓷电子,ZCDZ,2021-01-04,2200-01-01,stock,XSHE,Other
003032.XSHE,传智教育,CZJY,2021-01-12,2200-01-01,stock,XSHE,Other
003039.XSHE,顺控发展,SKFZ,2021-03-08,2200-01-01,stock,XSHE,Other
003040.XSHE,楚天龙,CTL,2021-03-22,2200-01-01,stock,XSHE,Other
300002.XSHE,神州泰岳,SZTY,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300006.XSHE,莱美药业,LMYY,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300007.XSHE,汉威科技,HWKJ,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300008.XSHE,天海防务,THFW,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300009.XSHE,安科生物,AKSW,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300012.XSHE,华测检测,HCJC,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300016.XSHE,北陆药业,BLYY,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300020.XSHE,ST银江,STYJ,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300021.XSHE,大禹节水,DYJS,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300026.XSHE,红日药业,HRYY,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300027.XSHE,ST华谊,STHY,2009-10-30,2200-01-01,stock,XSHE,ChiNext
300031.XSHE,宝通科技,BTKJ,2009-12-25,2200-01-01,stock,XSHE,ChiNext
300034.XSHE,钢研高纳,GYGN,2009-12-25,2200-01-01,stock,XSHE,ChiNext
300035.XSHE,中科电气,ZKDQ,2009-12-25,2200-01-01,stock,XSHE,ChiNext
300036.XSHE,超图软件,CTRJ,2009-12-25,2200-01-01,stock,XSHE,ChiNext
300037.XSHE,新宙邦,XZB,2010-01-08,2200-01-01,stock,XSHE,ChiNext
300038.XSHE,数知退,SZT,2010-01-08,2022-06-29,stock,XSHE,ChiNext
300039.XSHE,上海凯宝,SHKB,2010-01-08,2200-01-01,stock,XSHE,ChiNext
300043.XSHE,星辉娱乐,XHYL,2010-01-20,2200-01-01,stock,XSHE,ChiNext
300044.XSHE,*ST赛为,*STSW,2010-01-20,2200-01-01,stock,XSHE,ChiNext
300045.XSHE,华力创通,HLCT,2010-01-20,2200-01-01,stock,XSHE,ChiNext
300047.XSHE,天源迪科,TYDK,2010-01-20,2200-01-01,stock,XSHE,ChiNext
300049.XSHE,福瑞医科,FRYK,2010-01-20,2200-01-01,stock,XSHE,ChiNext
300053.XSHE,航宇微,HYW,2010-02-11,2200-01-01,stock,XSHE,ChiNext
300054.XSHE,鼎龙股份,DLGF,2010-02-11,2200-01-01,stock,XSHE,ChiNext
300055.XSHE,万邦达,WBD,2010-02-26,2200-01-01,stock,XSHE,ChiNext
300065.XSHE,海兰信,HLX,2010-03-26,2200-01-01,stock,XSHE,ChiNext
300066.XSHE,三川智慧,SCZH,2010-03-26,2200-01-01,stock,XSHE,ChiNext
300068.XSHE,ST南都,STND,2010-04-21,2200-01-01,stock,XSHE,ChiNext
300070.XSHE,碧水源,BSY,2010-04-21,2200-01-01,stock,XSHE,ChiNext
300073.XSHE,当升科技,DSKJ,2010-04-27,2200-01-01,stock,XSHE,ChiNext
300075.XSHE,数字政通,SZZT,2010-04-27,2200-01-01,stock,XSHE,ChiNext
300077.XSHE,国民技术,GMJS,2010-04-30,2200-01-01,stock,XSHE,ChiNext
300078.XSHE,思创智联,SCZL,2010-04-30,2200-01-01,stock,XSHE,ChiNext
300079.XSHE,数码视讯,SMSX,2010-04-30,2200-01-01,stock,XSHE,ChiNext
300080.XSHE,易成新能,YCXN,2010-06-25,2200-01-01,stock,XSHE,ChiNext
300081.XSHE,ST恒信,STHX,2010-05-20,2200-01-01,stock,XSHE,ChiNext
300083.XSHE,创世纪,CSJ,2010-05-20,2200-01-01,stock,XSHE,ChiNext
300085.XSHE,银之杰,YZJ,2010-05-26,2200-01-01,stock,XSHE,ChiNext
300087.XSHE,ST荃银,STQY,2010-05-26,2200-01-01,stock,XSHE,ChiNext
300088.XSHE,长信科技,CXKJ,2010-05-26,2200-01-01,stock,XSHE,ChiNext
300091.XSHE,*ST金灵,*STJL,2010-06-25,2200-01-01,stock,XSHE,ChiNext
300096.XSHE,ST易联众,STYLZ,2010-07-28,2200-01-01,stock,XSHE,ChiNext
300098.XSHE,高新兴,GXX,2010-07-28,2200-01-01,stock,XSHE,ChiNext
300100.XSHE,双林股份,SLGF,2010-08-06,2200-01-01,stock,XSHE,ChiNext
300101.XSHE,振芯科技,ZXKJ,2010-08-06,2200-01-01,stock,XSHE,ChiNext
300102.XSHE,乾照光电,QZGD,2010-08-12,2200-01-01,stock,XSHE,ChiNext
300109.XSHE,新开源,XKY,2010-08-25,2200-01-01,stock,XSHE,ChiNext
300110.XSHE,华仁药业,HRYY,2010-08-25,2200-01-01,stock,XSHE,ChiNext
300113.XSHE,顺网科技,SWKJ,2010-08-27,2200-01-01,stock,XSHE,ChiNext
300114.XSHE,中航电测,ZHDC,2010-08-27,2025-02-14,stock,XSHE,ChiNext
300115.XSHE,长盈精密,CYJM,2010-09-02,2200-01-01,stock,XSHE,ChiNext
300118.XSHE,东方日升,DFRS,2010-09-02,2200-01-01,stock,XSHE,ChiNext
300119.XSHE,瑞普生物,RPSW,2010-09-17,2200-01-01,stock,XSHE,ChiNext
300123.XSHE,ST亚光,STYG,2010-09-28,2200-01-01,stock,XSHE,ChiNext
300127.XSHE,银河磁体,YHCT,2010-10-13,2200-01-01,stock,XSHE,ChiNext
300129.XSHE,泰胜风能,TSFN,2010-10-19,2200-01-01,stock,XSHE,ChiNext
300130.XSHE,新国都,XGD,2010-10-19,2200-01-01,stock,XSHE,ChiNext
300131.XSHE,英唐智控,YTZK,2010-10-19,2200-01-01,stock,XSHE,ChiNext
300132.XSHE,青松股份,QSGF,2010-10-26,2200-01-01,stock,XSHE,ChiNext
300133.XSHE,华策影视,HCYS,2010-10-26,2200-01-01,stock,XSHE,ChiNext
300134.XSHE,大富科技,DFKJ,2010-10-26,2200-01-01,stock,XSHE,ChiNext
300137.XSHE,先河环保,XHHB,2010-11-05,2200-01-01,stock,XSHE,ChiNext
300140.XSHE,节能环境,JNHJ,2010-11-12,2200-01-01,stock,XSHE,ChiNext
300143.XSHE,盈康生命,YKSM,2010-12-09,2200-01-01,stock,XSHE,ChiNext
300145.XSHE,南方泵业,NFBY,2010-12-09,2200-01-01,stock,XSHE,ChiNext
300149.XSHE,睿智医药,RZYY,2010-12-22,2200-01-01,stock,XSHE,ChiNext
300151.XSHE,昌红科技,CHKJ,2010-12-22,2200-01-01,stock,XSHE,ChiNext
300153.XSHE,科泰电源,KTDY,2010-12-29,2200-01-01,stock,XSHE,ChiNext
300158.XSHE,振东制药,ZDZY,2011-01-07,2200-01-01,stock,XSHE,ChiNext
300166.XSHE,东方国信,DFGX,2011-01-25,2200-01-01,stock,XSHE,ChiNext
300170.XSHE,汉得信息,HDXX,2011-02-01,2200-01-01,stock,XSHE,ChiNext
300171.XSHE,东富龙,DFL,2011-02-01,2200-01-01,stock,XSHE,ChiNext
300177.XSHE,中海达,ZHD,2011-02-15,2200-01-01,stock,XSHE,ChiNext
300180.XSHE,华峰超纤,HFCX,2011-02-22,2200-01-01,stock,XSHE,ChiNext
300181.XSHE,佐力药业,ZLYY,2011-02-22,2200-01-01,stock,XSHE,ChiNext
300182.XSHE,捷成股份,JCGF,2011-02-22,2200-01-01,stock,XSHE,ChiNext
300183.XSHE,东软载波,DRZB,2011-02-22,2200-01-01,stock,XSHE,ChiNext
300184.XSHE,力源信息,LYXX,2011-02-22,2200-01-01,stock,XSHE,ChiNext
300185.XSHE,通裕重工,TYZG,2011-03-08,2200-01-01,stock,XSHE,ChiNext
300188.XSHE,国投智能,GTZN,2011-03-16,2200-01-01,stock,XSHE,ChiNext
300190.XSHE,维尔利,WEL,2011-03-16,2200-01-01,stock,XSHE,ChiNext
300191.XSHE,潜能恒信,QNHX,2011-03-16,2200-01-01,stock,XSHE,ChiNext
300194.XSHE,福安药业,FAYY,2011-03-22,2200-01-01,stock,XSHE,ChiNext
300198.XSHE,*ST纳川,*STNC,2011-04-07,2200-01-01,stock,XSHE,ChiNext
300199.XSHE,翰宇药业,HYYY,2011-04-07,2200-01-01,stock,XSHE,ChiNext
300203.XSHE,聚光科技,JGKJ,2011-04-15,2200-01-01,stock,XSHE,ChiNext
300204.XSHE,舒泰神,STS,2011-04-15,2200-01-01,stock,XSHE,ChiNext
300205.XSHE,*ST天喻,*STTY,2011-04-21,2200-01-01,stock,XSHE,ChiNext
300206.XSHE,理邦仪器,LBYQ,2011-04-21,2200-01-01,stock,XSHE,ChiNext
300208.XSHE,中程退,ZCT,2011-04-26,2025-07-18,stock,XSHE,ChiNext
300209.XSHE,行云科技,XYKJ,2011-04-26,2200-01-01,stock,XSHE,ChiNext
300213.XSHE,佳讯飞鸿,JXFH,2011-05-05,2200-01-01,stock,XSHE,ChiNext
300215.XSHE,电科院,DKY,2011-05-11,2200-01-01,stock,XSHE,ChiNext
300219.XSHE,鸿利智汇,HLZH,2011-05-18,2200-01-01,stock,XSHE,ChiNext
300222.XSHE,科大智能,KDZN,2011-05-25,2200-01-01,stock,XSHE,ChiNext
300224.XSHE,正海磁材,ZHCC,2011-05-31,2200-01-01,stock,XSHE,ChiNext
300226.XSHE,上海钢联,SHGL,2011-06-08,2200-01-01,stock,XSHE,ChiNext
300229.XSHE,拓尔思,TES,2011-06-15,2200-01-01,stock,XSHE,ChiNext
300232.XSHE,洲明科技,ZMKJ,2011-06-22,2200-01-01,stock,XSHE,ChiNext
300233.XSHE,金城医药,JCYY,2011-06-22,2200-01-01,stock,XSHE,ChiNext
300236.XSHE,上海新阳,SHXY,2011-06-29,2200-01-01,stock,XSHE,ChiNext
300238.XSHE,冠昊生物,GHSW,2011-07-06,2200-01-01,stock,XSHE,ChiNext
300244.XSHE,迪安诊断,DAZD,2011-07-19,2200-01-01,stock,XSHE,ChiNext
300248.XSHE,新开普,XKP,2011-07-29,2200-01-01,stock,XSHE,ChiNext
300251.XSHE,光线传媒,GXCM,2011-08-03,2200-01-01,stock,XSHE,ChiNext
300252.XSHE,金信诺,JXN,2011-08-18,2200-01-01,stock,XSHE,ChiNext
300253.XSHE,卫宁健康,WNJK,2011-08-18,2200-01-01,stock,XSHE,ChiNext
300255.XSHE,常山药业,CSYY,2011-08-19,2200-01-01,stock,XSHE,ChiNext
300256.XSHE,星星科技,XXKJ,2011-08-19,2200-01-01,stock,XSHE,ChiNext
300257.XSHE,开山股份,KSGF,2011-08-19,2200-01-01,stock,XSHE,ChiNext
300260.XSHE,新莱应材,XLYC,2011-09-06,2200-01-01,stock,XSHE,ChiNext
300261.XSHE,雅本化学,YBHX,2011-09-06,2200-01-01,stock,XSHE,ChiNext
300263.XSHE,隆华科技,LHKJ,2011-09-16,2200-01-01,stock,XSHE,ChiNext
300266.XSHE,兴源环境,XYHJ,2011-09-27,2200-01-01,stock,XSHE,ChiNext
300267.XSHE,尔康制药,EKZY,2011-09-27,2200-01-01,stock,XSHE,ChiNext
300271.XSHE,华宇软件,HYRJ,2011-10-26,2200-01-01,stock,XSHE,ChiNext
300276.XSHE,三丰智能,SFZN,2011-11-15,2200-01-01,stock,XSHE,ChiNext
300284.XSHE,苏交科,SJK,2012-01-10,2200-01-01,stock,XSHE,ChiNext
300287.XSHE,飞利信,FLX,2012-02-01,2200-01-01,stock,XSHE,ChiNext
300288.XSHE,朗玛信息,LMXX,2012-02-16,2200-01-01,stock,XSHE,ChiNext
300292.XSHE,吴通控股,WTKG,2012-02-29,2200-01-01,stock,XSHE,ChiNext
300294.XSHE,博雅生物,BYSW,2012-03-08,2200-01-01,stock,XSHE,ChiNext
300296.XSHE,利亚德,LYD,2012-03-15,2200-01-01,stock,XSHE,ChiNext
300298.XSHE,三诺生物,SNSW,2012-03-19,2200-01-01,stock,XSHE,ChiNext
300299.XSHE,富春股份,FCGF,2012-03-19,2200-01-01,stock,XSHE,ChiNext
300300.XSHE,海峡创新,HXCX,2012-03-19,2200-01-01,stock,XSHE,ChiNext
300302.XSHE,同有科技,TYKJ,2012-03-21,2200-01-01,stock,XSHE,ChiNext
300303.XSHE,聚飞光电,JFGD,2012-03-19,2200-01-01,stock,XSHE,ChiNext
300307.XSHE,慈星股份,CXGF,2012-03-29,2200-01-01,stock,XSHE,ChiNext
300310.XSHE,宜通世纪,YTSJ,2012-04-25,2200-01-01,stock,XSHE,ChiNext
300311.XSHE,ST任子行,STRZX,2012-04-25,2200-01-01,stock,XSHE,ChiNext
300315.XSHE,掌趣科技,ZQKJ,2012-05-11,2200-01-01,stock,XSHE,ChiNext
300318.XSHE,博晖创新,BHCX,2012-05-23,2200-01-01,stock,XSHE,ChiNext
300319.XSHE,麦捷科技,MJKJ,2012-05-23,2200-01-01,stock,XSHE,ChiNext
300322.XSHE,硕贝德,SBD,2012-06-08,2200-01-01,stock,XSHE,ChiNext
300323.XSHE,华灿光电,HCGD,2012-06-01,2200-01-01,stock,XSHE,ChiNext
300326.XSHE,ST凯利,STKL,2012-06-13,2200-01-01,stock,XSHE,ChiNext
300327.XSHE,中颖电子,ZYDZ,2012-06-13,2200-01-01,stock,XSHE,ChiNext
300328.XSHE,宜安科技,YAKJ,2012-06-19,2200-01-01,stock,XSHE,ChiNext
300332.XSHE,天壕能源,THNY,2012-06-28,2200-01-01,stock,XSHE,ChiNext
300337.XSHE,银邦股份,YBGF,2012-07-18,2200-01-01,stock,XSHE,ChiNext
300339.XSHE,润和软件,RHRJ,2012-07-18,2200-01-01,stock,XSHE,ChiNext
300341.XSHE,麦克奥迪,MKAD,2012-07-26,2200-01-01,stock,XSHE,ChiNext
300342.XSHE,天银机电,TYJD,2012-07-26,2200-01-01,stock,XSHE,ChiNext
300343.XSHE,联创股份,LCGF,2012-08-01,2200-01-01,stock,XSHE,ChiNext
300346.XSHE,南大光电,NDGD,2012-08-07,2200-01-01,stock,XSHE,ChiNext
300348.XSHE,长亮科技,CLKJ,2012-08-17,2200-01-01,stock,XSHE,ChiNext
300349.XSHE,金卡智能,JKZN,2012-08-17,2200-01-01,stock,XSHE,ChiNext
300352.XSHE,ST信源,STXY,2012-09-12,2200-01-01,stock,XSHE,ChiNext
300353.XSHE,东土科技,DTKJ,2012-09-27,2200-01-01,stock,XSHE,ChiNext
300355.XSHE,蒙草生态,MCST,2012-09-27,2200-01-01,stock,XSHE,ChiNext
300357.XSHE,我武生物,WWSW,2014-01-21,2200-01-01,stock,XSHE,ChiNext
300358.XSHE,楚天科技,CTKJ,2014-01-21,2200-01-01,stock,XSHE,ChiNext
300360.XSHE,炬华科技,JHKJ,2014-01-21,2200-01-01,stock,XSHE,ChiNext
300363.XSHE,博腾股份,BTGF,2014-01-29,2200-01-01,stock,XSHE,ChiNext
300365.XSHE,恒华科技,HHKJ,2014-01-23,2200-01-01,stock,XSHE,ChiNext
300366.XSHE,ST创意,STCY,2014-01-27,2200-01-01,stock,XSHE,ChiNext
300368.XSHE,汇金股份,HJGF,2014-01-23,2200-01-01,stock,XSHE,ChiNext
300369.XSHE,绿盟科技,LMKJ,2014-01-29,2200-01-01,stock,XSHE,ChiNext
300373.XSHE,扬杰科技,YJKJ,2014-01-23,2200-01-01,stock,XSHE,ChiNext
300376.XSHE,易事特,YST,2014-01-27,2200-01-01,stock,XSHE,ChiNext
300377.XSHE,赢时胜,YSS,2014-01-27,2200-01-01,stock,XSHE,ChiNext
300378.XSHE,鼎捷数智,DJSZ,2014-01-27,2200-01-01,stock,XSHE,ChiNext
300379.XSHE,东通退,DTT,2014-01-28,2026-01-21,stock,XSHE,ChiNext
300382.XSHE,斯莱克,SLK,2014-01-29,2200-01-01,stock,XSHE,ChiNext
300386.XSHE,飞天诚信,FTCX,2014-06-26,2200-01-01,stock,XSHE,ChiNext
300388.XSHE,节能国祯,JNGZ,2014-08-01,2200-01-01,stock,XSHE,ChiNext
300390.XSHE,天华新能,THXN,2014-07-31,2200-01-01,stock,XSHE,ChiNext
300393.XSHE,中来股份,ZLGF,2014-09-12,2200-01-01,stock,XSHE,ChiNext
